fecha,ACO,AJM,ATI,CAM,CCA,CHO,CUA,FAC,HGM,INN,IZT,LLA,LPR,MER,MGH,MON,PED,SAG,SFE,SJA,TAH,TLA,TLI,UAX,UIZ,VIF,XAL,NEZ
2015-02-23 00:00:00,0.8,1.0,1.3,3.1,1.6,1.5941257367387034,1.5,3.4,1.9,0.367671507260891,3.8,1.2699173553719014,1.6079051383399225,3.2,2.5,1.132679355783309,1.3,3.5,0.6719561815336473,2.7,2.6,2.9,1.9,2.3,3.1,2.4,5.1,2.1
2015-02-24 00:00:00,0.8,1.7,3.1,2.9,1.5,1.5941257367387034,1.6,3.7,2.2,0.367671507260891,2.4,1.2699173553719014,1.6079051383399225,3.2,2.1,1.132679355783309,1.0,2.8,0.6719561815336473,2.4,1.8,2.1,1.7,1.0,1.3235397039030965,1.4,3.6,2.7
2015-02-25 00:00:00,0.9,0.9,2.4,3.2,1.9,1.5941257367387034,0.4,4.1,2.0,0.367671507260891,2.4,1.2699173553719014,1.6079051383399225,2.6,2.5,1.132679355783309,1.3,3.4,0.6719561815336473,4.2,1.5,3.3,2.1,1.0,3.1,2.3,3.1,1.8
2015-02-26 00:00:00,0.9,0.8,2.1,2.8,2.9,1.5941257367387034,0.5,3.2,1.7,0.367671507260891,2.6,1.2699173553719014,1.6079051383399225,2.8,1.4,1.132679355783309,1.2,1.4,0.6719561815336473,1.8,0.9,2.6,2.3,1.4,1.7,2.0,3.3,1.3
2015-02-27 00:00:00,0.6,1.4,1.4,1.9,1.7,1.5941257367387034,1.4,2.3,1.9,0.367671507260891,3.2,1.2699173553719014,1.6079051383399225,2.6,1.5,1.132679355783309,1.2,2.2,0.6719561815336473,1.8,0.8,2.2,2.2,1.5,3.3,1.3,2.0,1.8
2015-02-28 00:00:00,0.7,0.8,1.8,1.9,1.1,1.5941257367387034,0.9,1.7,1.4,0.367671507260891,1.7,1.2699173553719014,1.6079051383399225,2.0,1.4,1.132679355783309,0.6,2.4,0.6719561815336473,1.7,0.8,2.2,1.7,1.1,1.7,1.1,2.5,1.6
2015-03-01 00:00:00,0.6,0.9,1.1,1.2,1.0,1.5941257367387034,0.8,1.4,1.2,0.367671507260891,2.0,1.2699173553719014,1.6079051383399225,2.1,1.4,1.132679355783309,0.8,2.2,0.6719561815336473,2.6,0.9,1.7,1.1,0.6,1.3,1.0,2.4,2.0
2015-03-02 00:00:00,0.7,1.0,2.1,2.5,1.4,1.5941257367387034,1.7,3.0,1.6,0.367671507260891,3.0,1.2699173553719014,1.6079051383399225,3.7,1.7,1.132679355783309,1.0,2.3,0.6719561815336473,3.7,1.0,2.1,2.6,0.9,2.0,1.4,4.2,3.1
2015-03-03 00:00:00,0.7,0.7548387096774212,2.2,2.3,1.8,1.5941257367387034,1.4,3.8,2.6,0.367671507260891,2.8,1.2699173553719014,1.6079051383399225,2.8,1.2428225143796252,1.132679355783309,1.3,2.5,0.6719561815336473,2.7,1.5,2.8,2.2,1.8,1.8,1.8,3.3,1.4
2015-03-04 00:00:00,0.8,0.7548387096774212,2.4,2.5,1.5,1.5941257367387034,1.2,3.8,2.1,0.367671507260891,2.3,1.2699173553719014,1.6079051383399225,2.8,2.3,1.132679355783309,1.4,3.4,0.6719561815336473,2.5,1.8,1.6,2.1,1.4,2.2,1.7,3.5,2.5
2015-03-05 00:00:00,0.8,0.8,1.9,2.1,1.3,1.5941257367387034,0.7,3.1,1.5,0.367671507260891,2.3,1.2699173553719014,1.6079051383399225,2.3,1.9,1.132679355783309,0.8,2.3,0.6719561815336473,1.7,0.6,1.7,1.5,2.6,1.2,1.6,3.1,1.2
2015-03-06 00:00:00,0.4,1.2,0.8,1.1,1.3,1.5941257367387034,0.9,1.1,1.2,0.367671507260891,1.5,1.2699173553719014,1.6079051383399225,1.6,1.1,0.5,0.8,1.2,0.6719561815336473,0.9,0.9,1.2,0.9,1.0,1.0,0.5,1.6,1.1
2015-03-07 00:00:00,0.6,1.0,1.3,1.9,1.3,1.5941257367387034,1.0,1.7,1.6,0.367671507260891,1.4,1.2699173553719014,1.6079051383399225,1.7,1.4,0.9,0.9,1.8,0.6719561815336473,1.2,1.0,1.8,1.3,0.9,1.0,1.0,2.5,0.9
2015-03-08 00:00:00,0.5,0.9,0.9,1.1,1.2,1.5941257367387034,0.9,1.0,1.2,0.367671507260891,1.4,1.2699173553719014,1.6079051383399225,1.3,1.0,0.7,0.8,1.2,0.6719561815336473,0.7,0.7,1.3,0.9,0.9,1.0,0.8,1.4,0.7
2015-03-09 00:00:00,0.6,0.8,1.9,2.7,1.8,1.5941257367387034,1.2,3.3,1.8,0.367671507260891,2.4,1.2699173553719014,1.6079051383399225,2.7,1.5,1.6,0.9,2.1,0.6719561815336473,2.8,0.9,2.9,1.7,1.1,1.6,1.4,2.9,1.6
2015-03-10 00:00:00,0.7,0.8,1.3,1.4,1.0,1.5941257367387034,0.9,2.2,1.1,0.367671507260891,1.8,1.2699173553719014,1.6079051383399225,1.8,1.1,0.9,0.7,1.5,0.6719561815336473,1.4,0.4,1.8,1.4,0.8,1.5,1.1,1.6,1.9
2015-03-11 00:00:00,0.3,0.7,1.1,1.3,1.1,1.5941257367387034,0.7,1.6,1.2,0.367671507260891,1.8,1.2699173553719014,1.6079051383399225,1.7,1.0,0.4,0.6,1.4,0.6719561815336473,1.0,0.4,1.5,0.9,0.9,1.2,0.7,1.5,1.0
2015-03-12 00:00:00,0.3,1.1,1.3,2.2,1.6,1.5941257367387034,0.5,3.0,1.6,0.367671507260891,2.7,1.2699173553719014,1.6079051383399225,2.1,1.8,1.132679355783309,1.5,1.9,0.6719561815336473,1.9,0.4,2.2,1.5,0.7,0.9,1.9,2.3,1.0
2015-03-13 00:00:00,0.5,0.4,2.4,3.3,0.8,1.5941257367387034,1.0,3.2,1.0,0.367671507260891,1.7,1.2699173553719014,1.6079051383399225,2.4,1.2,0.5,1.0,3.1,0.6719561815336473,2.4,0.4,2.5,3.2,1.0,1.0,1.6,2.8,1.3
2015-03-14 00:00:00,0.4,0.8,1.3,1.6,0.9,1.5941257367387034,0.914607353608716,1.8,0.9,0.367671507260891,1.3,1.2699173553719014,1.6079051383399225,1.7,1.6,0.4,0.7,1.5,0.6719561815336473,1.3,0.5,1.6,1.5,1.1,1.0,0.9,2.1,0.9
2015-03-15 00:00:00,0.2,1.1,0.9,0.9,1.2,1.5941257367387034,0.914607353608716,1.0,1.0,0.367671507260891,1.6,1.2699173553719014,1.6079051383399225,1.4,1.0,0.4,1.0,1.0,0.6719561815336473,0.6,0.9,0.9,0.8,0.8,1.1,0.6,1.8,1.0
2015-03-16 00:00:00,0.6,0.9,0.8,1.1,1.0,1.5941257367387034,0.914607353608716,1.0,1.2,0.367671507260891,1.4,1.2699173553719014,1.6079051383399225,1.3,1.0,0.7,0.6,1.3,0.6719561815336473,0.6,0.8,1.4,0.8,1.1,1.2,0.6,2.3,0.8
2015-03-17 00:00:00,0.6,1.1,1.6,2.0,1.3,1.5941257367387034,0.914607353608716,1.7,1.9,0.367671507260891,2.0,1.2699173553719014,1.6079051383399225,2.5,1.6,0.3,1.0,2.2,0.6719561815336473,1.5,0.9,1.9,0.9,0.9,1.9,0.9,2.5,0.8
2015-03-18 00:00:00,0.5,0.8,2.2,1.5,1.1,1.5941257367387034,0.914607353608716,3.0,1.6,0.367671507260891,2.2,1.2699173553719014,1.6079051383399225,2.3,1.1,0.5,0.7,1.1,0.6719561815336473,1.2,1.3,2.5,1.6,1.0,1.7,1.0,1.2,1.9
2015-03-19 00:00:00,0.3,1.0,1.5,1.3,1.1,1.5941257367387034,0.914607353608716,2.4,1.1,0.367671507260891,1.6,1.2,1.6079051383399225,1.8,1.0,0.7,0.8,1.2,0.6719561815336473,0.7,0.9,1.4,1.0,1.1,2.0,0.8,1.6,1.6
2015-03-20 00:00:00,0.7,1.1,2.9,2.3,1.8,1.6,0.914607353608716,3.3,1.9,0.367671507260891,2.9,1.8,1.6079051383399225,2.3,2.7,1.5,1.1,2.0,0.6719561815336473,2.1,1.8,3.2,2.2,1.6,2.4,1.8,2.6,2.0
2015-03-21 00:00:00,0.6,1.1,1.6,1.6,1.1,1.2,0.914607353608716,2.1,2.2,0.367671507260891,2.6,2.2,2.1,2.4,2.6,0.9,1.4,2.8,0.6719561815336473,1.4,1.0,2.2,1.9,1.2,2.8,1.0,2.6,2.3
2015-03-22 00:00:00,0.5,0.8,1.3,1.0,1.2,0.9,0.914607353608716,1.3,1.5,0.367671507260891,1.6,1.3,1.2,1.7,1.8,0.9,0.6,1.4,0.6719561815336473,1.4,0.7,1.8,1.5,1.0,1.4,1.1,1.8,2.1
2015-03-23 00:00:00,0.4,0.8,1.0,1.2,1.1,1.3,0.914607353608716,2.6,1.3,0.367671507260891,1.3,1.1,1.2,1.8,1.0,0.8,0.8,1.3,0.6719561815336473,0.9,0.9,1.5,0.8,1.5,1.0,0.6,2.2,1.3
2015-03-24 00:00:00,0.6,1.0,2.8,2.8,1.9,1.1,0.914607353608716,3.5,1.5,0.367671507260891,2.4,1.8,1.6,2.2,1.8,0.7,1.1,1.7,0.6719561815336473,3.2,0.8,2.5,1.8,1.9,2.2,1.5,3.7,1.9
2015-03-25 00:00:00,0.9,0.7,1.6,2.8,1.7,1.0,0.914607353608716,3.3,1.7,0.367671507260891,3.0,2.1,1.6,3.2,3.0,1.0,0.8,2.7,0.6719561815336473,3.0,1.2,2.1,2.0,1.8,2.0,1.9,3.8,1.5
2015-03-26 00:00:00,0.8,0.7,2.4,3.4,1.8,1.0,0.914607353608716,3.7,1.5,0.367671507260891,2.3,1.7,1.7,2.9,1.3,0.5,1.0,3.0,0.9,2.3,1.0,2.7,2.8,2.2,2.9,1.5,4.6,2.7
2015-03-27 00:00:00,0.4,1.0,1.0,1.1,1.1,2.0,0.9,1.2,1.1,0.367671507260891,2.2,1.0,0.9,1.6,1.1,1.2,0.8,0.7,0.9,1.4,1.6,1.1,0.7,2.0,2.4,0.5,1.3,2.7
2015-03-28 00:00:00,0.5,1.1,1.2,1.4,1.0,1.1,1.0,1.6,1.2,0.367671507260891,1.6,1.2,1.8,1.8,1.2,1.2,0.7,1.4,0.9,1.3,1.1,1.5,1.2,1.0,1.3,1.0,1.6,1.8
2015-03-29 00:00:00,0.5,0.7,1.1,1.1,0.8,0.9,1.1,1.3,1.2,0.367671507260891,2.3,1.1,0.8,1.5,1.0,0.6,0.8,1.4,1.0,0.9,1.3,1.4,0.8,1.1,0.9,0.9,2.1014671361502373,1.7
2015-03-30 00:00:00,0.4,1.0,1.4,1.8,1.4,1.7,0.9,1.5,2.1,0.367671507260891,2.6,2.2,1.6,2.5,2.0,1.4,0.8,2.1,0.8,1.6,1.3,2.0,1.5,1.3,1.7,1.0,2.1014671361502373,1.6
